2.073818296194076538e-01	3.205660581588745117e-01	6.854006648063659668e-02	2.176097035408020020e-01	-6.692054867744445801e-01	4.156516790390014648e-01	1.064454391598701477e-01	-4.308263063430786133e-01	3.660726249217987061e-01	-5.777143239974975586e-01
-4.148171246051788330e-01	-4.229890406131744385e-01	-2.519666031002998352e-02	-3.891631066799163818e-01	2.201005518436431885e-01	4.188382625579833984e-01	2.963015437126159668e-01	2.849687635898590088e-01	-8.438176512718200684e-01	5.500977039337158203e-01
3.303035795688629150e-01	4.600885510444641113e-01	-5.216819643974304199e-01	-1.045445501804351807e-01	-3.864446282386779785e-01	6.491404771804809570e-01	6.619970500469207764e-02	2.563861608505249023e-01	-2.314412444829940796e-01	2.573912143707275391e-01
-4.455149769783020020e-01	-8.724056929349899292e-02	2.741543352603912354e-01	8.713708072900772095e-02	-2.501445710659027100e-01	8.555702120065689087e-02	-3.358615338802337646e-01	-2.467464804649353027e-01	-2.219041250646114349e-02	-1.942438818514347076e-02
-2.643340528011322021e-01	4.303139448165893555e-02	-1.545536518096923828e-01	8.891863822937011719e-01	-7.195492982864379883e-01	-3.085408210754394531e-01	9.838581085205078125e-02	2.717362046241760254e-01	-4.931951463222503662e-01	3.758523240685462952e-02
6.154780983924865723e-01	1.720578968524932861e-01	1.868916600942611694e-01	-1.432859301567077637e-01	1.782160401344299316e-01	-1.693290114402770996e+00	-6.956951320171356201e-02	1.618648767471313477e-01	3.642420470714569092e-02	3.429032564163208008e-01
-3.792373836040496826e-01	-5.476834252476692200e-02	3.495100438594818115e-01	-3.688077926635742188e-01	6.008694767951965332e-01	7.813470065593719482e-02	7.384948730468750000e-01	-6.811014413833618164e-01	-8.191915154457092285e-01	-9.424648284912109375e-01
6.718398332595825195e-01	-5.986760258674621582e-01	-2.599169313907623291e-01	-6.207807660102844238e-01	-8.598619103431701660e-01	2.495177835226058960e-02	-1.823416203260421753e-01	8.105434179306030273e-01	-3.202605247497558594e-01	-1.369970291852951050e-01
4.148465767502784729e-02	-1.069808602333068848e-01	-2.564751505851745605e-01	-1.278705596923828125e-01	9.395922720432281494e-02	3.778900802135467529e-01	-3.190501630306243896e-01	-1.402789503335952759e-01	-4.261070489883422852e-01	-3.372224867343902588e-01
2.176843434572219849e-01	-3.114347159862518311e-01	-5.607506036758422852e-01	3.937464952468872070e-01	3.241927027702331543e-01	1.408081799745559692e-01	3.039189577102661133e-01	-5.359475612640380859e-01	2.991087436676025391e-01	7.663480192422866821e-02
-2.475556582212448120e-01	3.136646151542663574e-01	-2.987334728240966797e-01	-2.430719137191772461e-01	-2.215701043605804443e-01	-4.717516899108886719e-01	3.439816460013389587e-02	3.393241763114929199e-01	3.391751050949096680e-01	1.258867532014846802e-01
1.313201338052749634e-01	1.054819077253341675e-01	-7.927069067955017090e-01	1.430371850728988647e-01	-3.551697432994842529e-01	-1.279668882489204407e-02	3.393688797950744629e-01	-3.441323935985565186e-01	2.109634727239608765e-01	-6.193541735410690308e-02
-1.465383023023605347e-01	-6.283318996429443359e-01	2.205060720443725586e-01	-3.925302624702453613e-01	4.965802282094955444e-02	-5.786295533180236816e-01	1.089393626898527145e-02	1.227274984121322632e-01	-1.344059556722640991e-01	8.517430722713470459e-02
2.485412061214447021e-01	-3.216359317302703857e-01	-1.873799599707126617e-02	-8.125514984130859375e-01	-1.474753618240356445e-01	9.293633699417114258e-01	2.903520762920379639e-01	3.751231431961059570e-01	1.169480476528406143e-02	-1.347644776105880737e-01
-1.303404569625854492e-01	-6.251498311758041382e-02	-6.872578859329223633e-01	3.421944379806518555e-01	-2.704989910125732422e-01	-1.039104685187339783e-01	-1.940833181142807007e-01	-5.956571921706199646e-02	4.041046202182769775e-01	6.297946572303771973e-01
2.250245362520217896e-01	1.561545580625534058e-01	-2.471022158861160278e-01	-4.592461287975311279e-01	-1.672823280096054077e-01	1.494968533515930176e-01	6.438649725168943405e-03	1.530037075281143188e-01	-5.439708232879638672e-01	4.149548411369323730e-01
8.210529386997222900e-02	2.833987176418304443e-01	1.389206796884536743e-01	-2.413653284311294556e-01	-9.656685590744018555e-02	2.365805804729461670e-01	2.615993320941925049e-01	2.192237377166748047e-01	1.210340484976768494e-02	2.375496029853820801e-01
-9.477153420448303223e-02	3.874530196189880371e-01	-1.749374866485595703e-01	-3.735428750514984131e-01	2.087111920118331909e-01	-9.085032343864440918e-02	5.039034485816955566e-01	-2.704805433750152588e-01	2.176385186612606049e-02	5.060722678899765015e-02
1.894692629575729370e-01	-2.463447302579879761e-01	4.823024868965148926e-01	-3.768880963325500488e-01	1.042368188500404358e-01	1.724073588848114014e-01	-5.747644305229187012e-01	-1.071953624486923218e-01	-3.585603460669517517e-02	-8.513132929801940918e-01
1.869892925024032593e-01	-4.607996940612792969e-01	9.286762215197086334e-03	-3.728837072849273682e-01	1.021259650588035583e-01	-1.235513910651206970e-01	8.483992516994476318e-02	1.975994259119033813e-01	-5.430333018302917480e-01	-3.986606597900390625e-01
3.188545107841491699e-01	4.092363119125366211e-01	-7.277180254459381104e-02	-2.470703572034835815e-01	-5.973845124244689941e-01	3.170460760593414307e-01	5.902661085128784180e-01	-5.345056056976318359e-01	-2.565974593162536621e-01	-6.013703346252441406e-01
-5.801374912261962891e-01	-1.823126822710037231e-01	4.348334372043609619e-01	2.012082785367965698e-01	3.439069986343383789e-01	-1.184633672237396240e-01	3.215331435203552246e-01	3.558636605739593506e-01	-5.766423046588897705e-02	-8.485206365585327148e-01
-6.069777607917785645e-01	5.281346440315246582e-01	5.440437197685241699e-01	-4.806239008903503418e-01	1.058157235383987427e-01	-2.077672779560089111e-01	6.171556711196899414e-01	-5.290131568908691406e-01	4.710693061351776123e-01	2.562343776226043701e-01
3.744186460971832275e-01	-1.051915526390075684e+00	-2.549560666084289551e-01	-5.711238086223602295e-02	2.728377580642700195e-01	3.157134056091308594e-01	-3.629880845546722412e-01	-1.949743479490280151e-01	1.424209121614694595e-02	3.682211041450500488e-01
4.753828346729278564e-01	-4.311238229274749756e-01	4.733397364616394043e-01	-3.459410667419433594e-01	-4.893021285533905029e-01	-5.887254476547241211e-01	3.490049540996551514e-01	6.573450565338134766e-02	1.755519211292266846e-01	3.161513507366180420e-01
-4.645597040653228760e-01	-6.104915142059326172e-01	1.175485849380493164e-01	-9.147062897682189941e-02	4.696796834468841553e-02	-1.064900979399681091e-01	2.480981796979904175e-01	3.918012976646423340e-01	3.985787928104400635e-01	4.417364299297332764e-01
-3.528274297714233398e-01	1.655737012624740601e-01	7.008472681045532227e-01	-2.507633864879608154e-01	-6.787447333335876465e-01	-9.743411540985107422e-01	-1.112389564514160156e-01	3.325005173683166504e-01	1.112884283065795898e-01	-9.254411458969116211e-01
-3.091951906681060791e-01	-2.988662123680114746e-01	6.474184989929199219e-02	-1.206840127706527710e-01	1.829911470413208008e-01	1.150959134101867676e-01	1.829939484596252441e-01	-4.655387997627258301e-02	1.329329311847686768e-01	-1.813397854566574097e-01
1.494596153497695923e-01	2.587248086929321289e-01	2.376669645309448242e-01	2.187276929616928101e-01	1.286976188421249390e-01	-1.896001845598220825e-01	-1.314820945262908936e-01	4.611622542142868042e-02	1.118103563785552979e-01	6.608700007200241089e-02
5.226070880889892578e-01	-1.647186428308486938e-01	4.493724703788757324e-01	1.016942560672760010e-01	-6.530781984329223633e-01	-6.408190727233886719e-02	3.399443626403808594e-01	2.120659649372100830e-01	-7.260853052139282227e-01	-1.360742747783660889e-01
2.393586933612823486e-01	-6.099238991737365723e-02	7.266634702682495117e-02	6.530135869979858398e-03	7.635849714279174805e-02	2.881926000118255615e-01	-2.265002280473709106e-01	2.218808829784393311e-01	4.581916332244873047e-02	1.800062060356140137e-01
-9.744480997323989868e-02	-5.155950784683227539e-01	2.801608443260192871e-01	7.414094805717468262e-01	-8.203461766242980957e-02	1.054135262966156006e-01	-1.072877168655395508e+00	3.605393469333648682e-01	-1.742362231016159058e-01	-6.249641180038452148e-01
-5.831463932991027832e-01	2.314960807561874390e-01	2.794250845909118652e-01	2.859888970851898193e-01	2.641510069370269775e-01	-6.193310394883155823e-02	-4.936857223510742188e-01	1.756042391061782837e-01	8.804056793451309204e-02	-1.268379241228103638e-01
1.288573294878005981e-01	-3.276227414608001709e-01	1.453873813152313232e-01	-3.977827429771423340e-01	-8.562904782593250275e-03	-6.215721368789672852e-01	4.007637798786163330e-01	2.808956801891326904e-01	6.137462258338928223e-01	-9.855306744575500488e-01
9.803784638643264771e-02	-2.562338113784790039e-01	-2.378395795822143555e-01	-3.122230470180511475e-01	-1.402113586664199829e-01	-2.048300951719284058e-01	5.052107572555541992e-02	-2.965966463088989258e-01	-9.684558957815170288e-02	-2.517368495464324951e-01
-4.041481018066406250e-02	-4.356215149164199829e-02	-3.607032299041748047e-01	4.171357452869415283e-01	1.610611937940120697e-02	-3.407027423381805420e-01	3.068183548748493195e-02	4.680944979190826416e-01	-2.368306666612625122e-01	-3.946002423763275146e-01
1.334010362625122070e-01	2.640269100666046143e-01	-4.522854089736938477e-02	6.189629435539245605e-02	-2.540281414985656738e-01	2.565823495388031006e-01	-1.032326668500900269e-01	3.081347644329071045e-01	-2.976846992969512939e-01	-1.848922967910766602e-01
-2.109165489673614502e-01	2.123196125030517578e-01	3.019276261329650879e-02	3.012878000736236572e-01	-1.236520707607269287e-01	2.326955199241638184e-01	-1.752794981002807617e-01	-1.202795803546905518e-01	-3.866634890437126160e-02	-2.142523974180221558e-02
