2.361106127500534058e-01	1.327229440212249756e-01	-1.223432049155235291e-01	-2.565127611160278320e-01	1.585070490837097168e-01	2.196987867355346680e-01	3.529908955097198486e-01	1.043943315744400024e-01	-4.275717958807945251e-02	7.604025304317474365e-02	-8.851659297943115234e-02	6.764069944620132446e-02	-1.344375312328338623e-01	1.792495250701904297e-01	-2.253721654415130615e-01	5.075721442699432373e-02	1.633743643760681152e-01	-1.541125178337097168e-01	2.803823351860046387e-01	2.359127849340438843e-01	2.450292706489562988e-01	1.316233724355697632e-01	2.341647446155548096e-02	2.624235153198242188e-01	-1.021739915013313293e-01	1.353806853294372559e-01	-1.894680857658386230e-01	-1.301532685756683350e-01	7.934185862541198730e-02	2.690525054931640625e-01	-3.803047537803649902e-02	-1.263976246118545532e-01	-2.122806310653686523e-01	1.978005766868591309e-01	-6.077699735760688782e-02	-2.128430455923080444e-02	1.162207275629043579e-01	-1.421124190092086792e-01	-2.456576973199844360e-01	-8.330233395099639893e-02	2.612967491149902344e-01	1.343832612037658691e-01	-1.667069792747497559e-01	1.895367205142974854e-01	1.134828254580497742e-01	1.676241606473922729e-01	-3.437189757823944092e-01	-9.487309306859970093e-02	-9.275677800178527832e-02	-2.583615183830261230e-01
-4.656324684619903564e-01	3.961292803287506104e-01	3.789824619889259338e-02	-1.831908375024795532e-01	6.360787898302078247e-02	2.647061944007873535e-01	-2.705594711005687714e-02	-1.712751239538192749e-01	1.283884793519973755e-01	1.092834770679473877e-01	-3.876781463623046875e-02	-2.332710288465023041e-02	7.815909385681152344e-02	-3.396868407726287842e-01	3.401329815387725830e-01	2.554078698158264160e-01	2.449079044163227081e-02	2.502720952033996582e-01	-1.285407841205596924e-01	-1.227050498127937317e-01	-2.879509627819061279e-01	-6.425933539867401123e-02	3.194731473922729492e-01	3.313564062118530273e-01	1.399832665920257568e-01	2.213619500398635864e-01	-1.567451506853103638e-01	-1.135395541787147522e-01	1.202198863029479980e-01	-8.380076289176940918e-02	-1.064300537109375000e-01	-3.409736752510070801e-01	-2.455537319183349609e-01	-2.834543883800506592e-01	-4.321700334548950195e-02	-2.549229860305786133e-01	1.238259673118591309e-02	-1.847398430109024048e-01	4.519974887371063232e-01	9.710562229156494141e-02	-3.438943922519683838e-01	1.861896216869354248e-01	1.621673852205276489e-01	-7.160573452711105347e-02	-1.681893020868301392e-01	3.734927773475646973e-01	3.005968928337097168e-01	-9.568610042333602905e-02	-1.194962710142135620e-01	2.142100930213928223e-01
1.707924455404281616e-01	-2.679065465927124023e-01	-1.130469068884849548e-01	1.241341829299926758e-01	-1.602586731314659119e-02	-3.313050270080566406e-01	2.743289172649383545e-01	-2.288752347230911255e-01	-4.154911637306213379e-02	-1.494882851839065552e-01	2.258163318037986755e-02	-1.436548028141260147e-02	-1.709021776914596558e-01	-3.063479959964752197e-01	1.093380600214004517e-01	-1.990207284688949585e-01	-1.516973040997982025e-02	8.686668425798416138e-02	6.355193257331848145e-02	-7.363298535346984863e-02	-2.024332284927368164e-01	2.717242538928985596e-01	1.583545585162937641e-03	-3.096290826797485352e-01	-2.148688137531280518e-01	-1.347635239362716675e-01	1.937676817178726196e-01	-8.256659656763076782e-02	2.464987710118293762e-02	-2.092493772506713867e-01	-1.000557467341423035e-01	-1.807186901569366455e-01	4.455712139606475830e-01	2.353264093399047852e-01	-7.487139850854873657e-02	1.596723347902297974e-01	-1.933330148458480835e-01	-2.989550412166863680e-04	2.822542786598205566e-01	4.529879242181777954e-02	-1.755122244358062744e-01	-1.022451221942901611e-01	-1.424656361341476440e-01	-3.742512688040733337e-02	-2.648480534553527832e-01	3.722298145294189453e-01	4.863082244992256165e-02	-1.791473925113677979e-01	-2.413448840379714966e-01	1.184948370791971684e-03
9.468299150466918945e-02	2.449701130390167236e-01	1.048896610736846924e-01	1.702390760183334351e-01	-3.243477642536163330e-01	-2.951055765151977539e-01	2.550943009555339813e-02	1.506676375865936279e-01	-1.642639487981796265e-01	4.587853327393531799e-02	2.431184947490692139e-01	1.367843057960271835e-02	-5.586050078272819519e-02	3.972735404968261719e-01	-1.907645463943481445e-01	-1.728712618350982666e-01	6.825050804764032364e-03	3.339484035968780518e-01	-1.016592532396316528e-01	-4.186912998557090759e-02	-1.067313253879547119e-01	-1.334340870380401611e-01	1.433795690536499023e-01	-8.441986143589019775e-02	-3.073897957801818848e-01	-1.629105508327484131e-01	6.762689352035522461e-02	3.918322920799255371e-02	-1.602071374654769897e-01	-4.190067350864410400e-01	-1.689942330121994019e-01	7.894084788858890533e-03	1.487119495868682861e-01	1.939642578363418579e-01	5.160629004240036011e-02	-2.824034988880157471e-01	-1.461305171251296997e-01	-2.852869033813476562e-02	2.731083035469055176e-01	2.850899994373321533e-01	2.775595486164093018e-01	-1.168425604701042175e-01	-1.293519735336303711e-01	1.676904037594795227e-02	6.364903599023818970e-02	2.702314853668212891e-01	-2.298550754785537720e-01	-3.086762130260467529e-02	-2.695615291595458984e-01	7.202720642089843750e-02
4.159648716449737549e-01	-3.145568370819091797e-01	6.831414997577667236e-02	-5.407010018825531006e-02	2.686430513858795166e-01	1.156040579080581665e-01	-2.079857885837554932e-01	1.850601732730865479e-01	-1.564165949821472168e-02	2.996795475482940674e-01	2.042656391859054565e-01	2.080867737531661987e-01	5.538213625550270081e-02	1.180616915225982666e-01	-5.266034975647926331e-03	-1.659452170133590698e-01	-8.383082598447799683e-02	6.219568848609924316e-02	2.393799833953380585e-02	-2.650136649608612061e-01	1.854720860719680786e-01	-1.013712435960769653e-01	1.266259402036666870e-01	-1.996133029460906982e-01	-6.341637670993804932e-02	7.880775630474090576e-02	6.206731498241424561e-02	-5.231529474258422852e-03	1.161451488733291626e-01	1.226005256175994873e-01	-1.459507495164871216e-01	1.617602556943893433e-01	-9.064939618110656738e-02	1.617760211229324341e-01	-8.894109725952148438e-02	2.202130854129791260e-03	-1.840269565582275391e-01	-1.825905889272689819e-01	-1.345076560974121094e-01	2.342398017644882202e-01	1.387795507907867432e-01	4.729146137833595276e-02	4.825446754693984985e-02	1.577253639698028564e-01	2.607178874313831329e-02	-3.085904717445373535e-01	-1.393429785966873169e-01	1.476626843214035034e-01	-5.276013910770416260e-02	1.710696667432785034e-01
3.977819532155990601e-02	-1.496480107307434082e-01	-2.893552780151367188e-01	6.537284702062606812e-02	1.978722214698791504e-01	2.439054399728775024e-01	5.940496325492858887e-01	1.023681536316871643e-01	-1.805554181337356567e-01	-4.932895768433809280e-03	-9.941714257001876831e-02	-1.831106841564178467e-01	2.275599390268325806e-01	-1.161154806613922119e-01	-2.617610394954681396e-01	-2.774024903774261475e-01	1.043787300586700439e-01	2.019093930721282959e-01	-4.215982928872108459e-02	4.510996043682098389e-01	2.701379358768463135e-01	3.101198673248291016e-01	4.321252182126045227e-02	-3.327918052673339844e-01	2.470348179340362549e-01	-3.295112848281860352e-01	-8.428601175546646118e-02	1.507975608110427856e-01	-4.097334574908018112e-03	3.628644943237304688e-01	1.571166962385177612e-01	2.647836208343505859e-01	1.195178404450416565e-01	1.817295700311660767e-01	-3.066284768283367157e-02	2.888876795768737793e-01	-1.659993678331375122e-01	8.099520951509475708e-02	-4.011069983243942261e-02	-4.972278475761413574e-01	7.862029224634170532e-02	-5.604312196373939514e-02	1.346095800399780273e-01	4.940743371844291687e-02	6.273297965526580811e-02	-2.346999645233154297e-01	7.619432173669338226e-03	1.779244095087051392e-01	2.931912839412689209e-01	1.767759323120117188e-01
-1.407676339149475098e-01	1.881329119205474854e-01	9.076542919501662254e-04	1.269277743995189667e-02	2.035797834396362305e-01	1.741290539503097534e-01	-2.457293421030044556e-01	1.908373236656188965e-01	1.284839063882827759e-01	-1.543140709400177002e-01	8.792911469936370850e-02	3.067760169506072998e-01	3.141413442790508270e-03	5.280679091811180115e-02	2.633740603923797607e-01	3.430181741714477539e-01	-1.005616635084152222e-01	-1.865402609109878540e-01	-3.430972341448068619e-03	-1.704551279544830322e-01	-2.898732721805572510e-01	-7.288362830877304077e-02	-2.866763770580291748e-01	2.337008416652679443e-01	1.895295828580856323e-01	1.383468210697174072e-01	-8.536156266927719116e-02	-1.365850865840911865e-01	-3.172982856631278992e-02	2.110007852315902710e-01	1.255893260240554810e-01	-7.128209620714187622e-02	2.143695019185543060e-02	-1.910820603370666504e-01	1.709363013505935669e-01	1.799119710922241211e-01	5.716130137443542480e-03	7.755923550575971603e-03	-9.545408934354782104e-02	1.433999687433242798e-01	-1.162667721509933472e-01	-1.720618158578872681e-01	-1.903939545154571533e-01	-1.817947030067443848e-01	-2.974032759666442871e-01	1.962282359600067139e-01	2.940708398818969727e-01	-4.616713523864746094e-02	-1.259787976741790771e-01	3.169088065624237061e-01
4.257686138153076172e-01	-1.296734958887100220e-01	1.476250141859054565e-01	2.905683219432830811e-01	-2.821828424930572510e-02	-2.708000540733337402e-01	-1.002543270587921143e-01	-1.569769680500030518e-01	-5.476355180144309998e-02	3.057350516319274902e-01	-1.181192249059677124e-01	-3.962373733520507812e-02	-2.005890458822250366e-01	1.553771644830703735e-01	2.439221143722534180e-01	1.120229586958885193e-01	1.233199760317802429e-01	-1.710396409034729004e-01	-9.781703352928161621e-03	-1.678532660007476807e-01	-1.168648363091051579e-03	-1.981042921543121338e-01	-4.883320257067680359e-02	-3.523540496826171875e-02	4.439743608236312866e-02	-2.821128070354461670e-01	6.925939023494720459e-02	-1.693274080753326416e-01	-1.790448725223541260e-01	2.310466617345809937e-01	9.149546921253204346e-02	2.818867564201354980e-01	3.205014392733573914e-02	-1.089265495538711548e-01	3.727019764482975006e-03	-7.987237721681594849e-02	1.263196617364883423e-01	-7.866867817938327789e-04	2.393013387918472290e-01	7.893756777048110962e-02	1.017218679189682007e-01	-1.460039168596267700e-01	7.987653836607933044e-03	-4.413503408432006836e-02	-9.137066453695297241e-02	-1.355247795581817627e-01	3.646798431873321533e-01	1.564732193946838379e-02	-4.740250855684280396e-02	-6.311821751296520233e-03
1.871363967657089233e-01	1.744070649147033691e-01	-3.759064152836799622e-02	3.919138759374618530e-02	9.639421105384826660e-02	1.301013529300689697e-01	-1.546211242675781250e-01	-6.731655448675155640e-02	-7.772543281316757202e-02	2.821504473686218262e-01	-3.771772235631942749e-02	-1.485401988029479980e-01	-5.861928686499595642e-03	-1.245276108384132385e-01	8.065918833017349243e-02	1.135039404034614563e-01	2.714443393051624298e-02	-1.879882067441940308e-01	1.052467897534370422e-01	-1.519244611263275146e-01	-7.365132123231887817e-02	-1.255861669778823853e-01	8.225810527801513672e-02	3.575101196765899658e-01	1.134663075208663940e-01	-4.877102002501487732e-02	-1.581839919090270996e-01	2.153678238391876221e-02	-5.944661423563957214e-02	1.697129160165786743e-01	1.324541717767715454e-01	4.022937640547752380e-02	-4.975193366408348083e-02	-9.287299960851669312e-02	-7.691533863544464111e-02	-1.599431633949279785e-01	-3.582373261451721191e-02	1.770446598529815674e-01	2.201391756534576416e-01	2.377414107322692871e-01	-8.306676149368286133e-02	-1.932955831289291382e-01	-9.958860278129577637e-02	1.433002203702926636e-01	1.929428577423095703e-01	-6.531223654747009277e-02	-7.214102149009704590e-02	2.252511680126190186e-02	5.841230042278766632e-03	4.345319420099258423e-02
-8.196717500686645508e-02	4.129275381565093994e-01	3.251216113567352295e-01	-7.696005050092935562e-03	-5.489788949489593506e-02	-1.690906733274459839e-01	-1.117863506078720093e-01	1.300761941820383072e-02	-1.205509305000305176e-01	5.722493678331375122e-02	2.392362505197525024e-01	8.537483215332031250e-02	1.660438627004623413e-01	2.832894921302795410e-01	1.595066636800765991e-01	4.096462130546569824e-01	-1.787068396806716919e-01	2.412432581186294556e-01	2.887263894081115723e-02	1.638781577348709106e-01	-6.325404345989227295e-02	-2.568403780460357666e-01	1.060880571603775024e-01	2.762062847614288330e-01	-5.415875092148780823e-02	1.336060911417007446e-01	-4.610920846462249756e-01	-1.089548617601394653e-01	-2.494352124631404877e-02	1.459580957889556885e-01	1.277657002210617065e-01	-1.333018243312835693e-01	-2.533514201641082764e-01	-3.895870149135589600e-01	-1.872024238109588623e-01	-1.423515826463699341e-01	-1.978313922882080078e-01	1.348797827959060669e-01	3.743749856948852539e-02	2.471802234649658203e-01	-1.765426099300384521e-01	-8.234196901321411133e-02	-1.546323597431182861e-01	8.156793192028999329e-03	-1.004367545247077942e-01	1.286029666662216187e-01	-1.192259043455123901e-01	-1.646380871534347534e-01	-3.738727420568466187e-02	-8.572991192340850830e-02
